timestamp,model_name,model_type,sae_location,layer,width,type,dataset_name,dataset_config_name,dataset_split,top_n,binarize_value,last_token,linear_macro_f1_score,linear_accuracy,linear_mean_cv_accuracy,linear_std_cv_accuracy,decision_tree_macro_f1_score,decision_tree_accuracy,decision_tree_mean_cv_accuracy,decision_tree_std_cv_accuracy
2024-12-22T23:02:53.973413,google/gemma-2-2b,llm,res,5,65k,Hidden States,SetFit/tweet_eval_stance_abortion,,train,50,0,False,0.6263689953593378,0.6610169491525424,0.6013269274765499,0.02306664438936277,0.37580845278635727,0.4322033898305085,0.5053305879661405,0.043343726862238065
2024-12-22T23:02:53.977249,google/gemma-2-2b,llm,res,5,65k,SAE Features,SetFit/tweet_eval_stance_abortion,,train,50,0,False,0.6547329394044722,0.7033898305084746,0.6673530084648822,0.020979442926337015,0.5452887829963583,0.5932203389830508,0.6161290322580645,0.03107286950110234
2024-12-22T22:57:06.345843,google/gemma-2-2b,llm,res,5,65k,Hidden States,SetFit/tweet_eval_stance_abortion,,train,20,0,False,0.6407203907203907,0.652542372881356,0.6330816746739877,0.048571182706511166,0.3929217840982547,0.4915254237288136,0.4690459849004804,0.03442495060346874
2024-12-22T22:57:06.349573,google/gemma-2-2b,llm,res,5,65k,SAE Features,SetFit/tweet_eval_stance_abortion,,train,20,0,False,0.5424731182795699,0.6610169491525424,0.6417295813315032,0.04233399385722031,0.5184557497898991,0.5847457627118644,0.5757263784031114,0.024007033087497222
2024-12-22T23:05:21.843221,google/gemma-2-2b,llm,res,5,65k,Hidden States,SetFit/tweet_eval_stance_abortion,,train,50,1,False,0.6314049324544077,0.652542372881356,0.6183710821322351,0.01310783066048588,0.37580845278635727,0.4322033898305085,0.5053305879661405,0.043343726862238065
2024-12-22T23:05:21.849778,google/gemma-2-2b,llm,res,5,65k,SAE Features,SetFit/tweet_eval_stance_abortion,,train,50,1,False,0.5992727607474915,0.6694915254237288,0.652345001143903,0.042772758701424704,0.5227663250425659,0.559322033898305,0.5266300617707618,0.05079003505366117
2024-12-21T18:47:04.846561,google/gemma-2-2b,llm,res,12,16k,Hidden States,SetFit/tweet_eval_stance_abortion,,train,50,0,False,0.6573421258783777,0.711864406779661,0.6843514070006863,0.05028520550840046,0.4865183395227369,0.5,0.49679707160832765,0.058035239614903256
2024-12-21T18:47:04.850026,google/gemma-2-2b,llm,res,12,16k,SAE Features,SetFit/tweet_eval_stance_abortion,,train,50,0,False,0.6976102941176471,0.7542372881355932,0.6780370624571037,0.018274486763144738,0.5852007469654529,0.6186440677966102,0.5970029741477922,0.025663228557675482
2024-12-21T18:48:22.207302,google/gemma-2-2b,llm,res,12,16k,Hidden States,SetFit/tweet_eval_stance_abortion,,train,50,1,False,0.6662532568044379,0.711864406779661,0.6779684282772821,0.042788663703831345,0.4865183395227369,0.5,0.49679707160832765,0.058035239614903256
2024-12-21T18:48:22.211045,google/gemma-2-2b,llm,res,12,16k,SAE Features,SetFit/tweet_eval_stance_abortion,,train,50,1,False,0.6491380307763509,0.7033898305084746,0.6801189659116906,0.03907922222533271,0.5708595487514329,0.6016949152542372,0.5670555936856554,0.03548964532734896
